CO (ppm),NO (ppb),NO2 (ppb),O3 (ppb),SR (kW/m2),Year
0.35251097995972275,13.967649909222175,14.049226446477215,23.833124426255814,0.13247624002774888,2022
0.1954621103870051,10.18997479899196,11.442453798151925,27.884775515280737,0.17119054339477727,2022
0.2824492741806058,10.64229416273425,10.214421018776234,33.05582030171722,0.2591633714880333,2022
0.3788556502434066,10.45438401869408,7.615282737976186,28.43914485903814,0.21486919354838707,2022
0.42178632086704876,9.51817047198017,6.328872567805938,32.65252880757503,0.2372647936177593,2022
0.41212709343069603,9.807603607477633,5.8546575396349185,29.395491276948594,0.28627078853046595,2022
0.44567364491279293,9.977352639266861,5.5562979390143346,33.79253495426095,0.28424237773152966,2022
0.4646158492138682,10.192970918836753,6.310894713207883,35.53783065318569,0.24596737773152966,2022
0.6271365063125234,10.977605230875902,7.484711441791005,38.417489286898835,0.21734550179211468,2022
0.5524854838709677,12.02465053763441,9.60763440860215,44.98709677419355,0.22639301075268817,2022
0.7403434507569678,12.727660786431459,9.591711441791004,39.334489286898844,0.1435527240143369,2022
0.49215377198295723,18.152338116105287,11.767543714651811,23.303700866634568,0.11784040929587236,2022
0.43762008335987773,13.628283868674869,13.070301065856716,21.51703185156563,0.12406748301377309,2023
0.5431997927990977,19.1511586545644,11.197089189218733,25.67352806685042,0.17890695967155992,2023
0.683308041538419,17.17669673607277,9.11107599179746,28.77082257872298,0.18106977126189527,2023
0.405150084678048,15.328565912795435,8.384676174952459,28.994940740078654,0.19421273602724543,2023
0.47775833333333334,15.91478494623656,8.124516129032259,27.74072580645161,0.21153010752688173,2023
0.5743465864710009,14.723570463189352,10.56678144525944,28.87758394907242,0.2529714766561652,2023
0.5828422043010753,10.849650537634409,6.0734139784946235,28.32760752688172,0.27660779569892474,2023
0.5275510752688172,13.2127688172043,7.925080645161291,29.944032258064517,0.28363467741935483,2023
0.3105817231186987,12.923821719641403,8.710274857375712,29.87568271560799,0.2463095092033488,2023
0.43797119784656796,17.247671601615075,10.303876177658143,24.21655450874832,0.14057146702557202,2023
0.5581784744634134,23.27010985465906,11.754951032328172,21.444012344575537,0.12113696745281644,2023
0.41616639784946236,17.81989247311828,12.863682795698924,18.551236559139785,0.10542795698924731,2023
0.4638014255633049,21.117481167756058,13.476567011588862,20.900455343230092,0.13772886422552338,2024
0.2631091011623386,19.190600736180194,12.52687008561333,25.819625608764834,0.1677757268315006,2024
0.20245563414129497,14.573131403289889,8.538498249258547,29.002311731132448,0.1878890634870169,2024
0.3417861911082569,13.947070608171975,8.14846485275353,30.391447063336447,0.1979324307531584,2024
0.37786470780626913,15.711328425179758,7.780347959863599,24.312687494271216,0.18983661645212888,2024
0.3122076183551784,17.82555096759372,8.375246894829216,15.68149859927162,0.24082484066773296,2024
0.3290103185710375,16.646702232144023,7.407608147480369,12.221826504621113,0.2214870275740703,2024
0.38142789086927525,11.27628841973933,6.739914226734083,21.456692967439842,0.2074005099543593,2024
0.6025939844694103,12.133355867726154,9.80519883218577,21.935026176945346,0.1844166829853456,2024
0.6734397341835758,13.233902093256225,10.155857830648428,22.2214488049915,0.1764860669299409,2024
0.5778523064154151,13.926619428903482,10.77725813419738,22.117914965782205,0.12992288192192972,2024
0.35856719328107994,16.13434108070924,13.790890722376826,17.82086011822922,0.11141782692787708,2024
0.43977260849932587,13.51817558485233,16.080256020309676,23.068044751478578,0.1143028276549572,2025
0.5812527117653992,45.29156019636502,16.60171378968254,24.734319083694086,0.14682082892356835,2025
0.6735219323666196,18.75063755989073,15.520817729608902,37.76286747906922,0.2246048481952244,2025
0.5788757418462435,10.090724487610386,12.183353516894087,42.942566439246264,0.2407158569055316,2025
0.6317129032258064,9.640107526881721,13.208844086021504,40.251559139784945,0.20671854838709677,2025
0.6316420879440885,44.00702860155529,15.101025016244314,31.67114789709965,0.21521808937978928,2025
